,review,title,rating,purchased_product,date
125,Material very thin. Size goes big. Not worth the money.,Thin material.,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2021-05-07
126,This was VERY thin and entirely too small. It was hard to believe it was being marketed as big and tall.,Meh,2.0,"['Special Size: Tall', 'Size: 3X-Large Tall', 'Color: Academy Blue (409)/Steel']",2020-03-30
127,Great quality just fits small,Fits snug,2.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Black (001)/Charcoal']",2021-04-14
128,I generally prefer a heavier fabric.. this is too light .. too thin,it too light,2.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Academy Blue (409)/Steel']",2020-09-16
129,Very thin material,Material is thin,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2021-02-20
130,This is more of a UV sun ray protection shirt.  Very thin on material,Thin,2.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Academy Blue (409)/Steel']",2020-04-12
131,This shirt is super thin.,Very thin,2.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Black (001)/Charcoal']",2021-01-18
132,"Please read product details. This is a very lightweight, see through pull over",Returned,2.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2020-02-27
133,"At work, during winter",Half-necked full sleeve Under Armor,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2020-12-27
134,Had a hole on the front of the shirt,You never know what your going to get,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2020-04-19
135,Cheap material,Poor quality,2.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2020-11-23
136,Old generation material,.,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2019-12-28
137,Product was very thin and a little on the small size.,Very thin,2.0,"['Special Size: Standard', 'Size: Large', 'Color: Royal (400)/Graphite']",2019-05-21
138,"I thought this would be  long sleeve shirt for cooler weather, but it is too thin for that.  I returned it.  if you don't mind very thin fabric, then the shirt wasn't bad.",very thin,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2024-01-18
139,"Thin.  was expecting heavier material.  Still a nice ""shirt"".",Good quality/price.  Very thin.  More like a polo than a sweater,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2024-01-21
140,I ordered my husband’s usual size and it barely fits. Size up and know that you still won’t be able to dry this.,SIZE UP,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: (690) Chestnut Red / / Black']",2024-01-10
141,I know that this product is made by under armor which is usually very quality but this shirt in particular is very thin and light. It's actually  see-through,Material is thin,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-12-30
142,Color is great. Very thin and is on the shorter side. I ordered an xl and it’s more like a large.,Runs small,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2024-01-09
143,Not really made for tall folks. Mislabelled perhaps.,"Well constructed, I'll fitting",3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Carbon Heather (090)/Black']",2024-01-18
144,"This 1/4 zip is extremely thin, and see through. Only after 4-5 washes I began noticing some strings coming out of the material. I have followed the washing instructions. I was not expecting this from this brand. I like the color and the size is nice. The zipper does not seem to be the best of quality. Overall meh.",Slightly Disappointed,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Halo Gray (014)/White']",2023-12-06
145,"I love the style of 1/2 zip pullovers and UA always makes quality products that work great for working out and also stylish enough to wear when not in the gym. I have a number of these, but this one is extra lightweight. It really is the thinnest material it could be. Feels like not wearing long sleeves. I was expecting something a little heavier based on the others that I have, but it still works great when not needing the sleeves for warmth.",Super lightweight,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2023-11-15
146,Ordered 2 and these ran big. Should have definitely went at least 1 size down. Should have trusted my gut and ordered one then if I liked it ordered another.,Runs Big,3.0,"['Special Size: Standard', 'Size: Large', 'Color: League Red (626)/White']",2023-12-20
147,"Such a good looking shirt. Very good material but I ordered a 4XL Tall. It is honestly maybe a XL I can't even fit my bicep in it and its ridiculously small on the shoulders. Great looking,hig quality materials. If you buy this I'd recommend order atleast 2 sizes up.",Looks great. But,3.0,"['Special Size: Tall', 'Size: 4X-Large Tall', 'Color: Academy Blue (409)/Steel']",2023-12-05
148,The fit is fine. Product is wrinkled. Not good.,Wrinkled,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Halo Gray (014)/White']",2024-01-12
149,Problem shipping took 7 weeks to receive,Ok,3.0,"['Special Size: Tall', 'Size: XX-Large Tall', 'Color: Academy Blue (409)/Steel']",2024-01-13
150,"Nice hoodie, way too thin for the winter. Good for the fall in 60 degree-70 degree weather.  I love the color.  I'm a woman who wears a 2XL, this is a men's 2XL it should be huge, not as loose as I thought it would be.",Pullover,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: (392) Marine Od Green / / Black']",2023-11-29
151,I love under armour products in general. But I don’t like this one much. It is too thin,Way too thin,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2023-12-06
152,It’s just okay. Not very good quality,Quality is not great,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: (005) Black / / Radio Red']",2023-12-14
153,Definitely order a size up on this one.,Order a size up,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-12-17
154,This is more teal green than Kelly green.,Colors do not match,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: (508) Birdie Green / Coastal Teal / Black']",2023-10-08
155,The product fit nice I’m 6’6” and ordered xlt. Unfortunately the shirt was EXTREMELY THIN.,Thin,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: (426) Varsity Blue / / Blizzard']",2023-09-29
156,Issues with lint,Issues with lint,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-09-13
157,"This is not a thick shirt. It's very thin. Holding it up, I can see right through it. If you are getting it for a cold environment, get something else. This isn't probably thick enough. If you are hiking in the summer and don't expect anything less than the 50's, this might work ok. But it doesn't look to me to be very durable (b/c of the thin material) so I wouldn't recommend it for any activity really.",Super thin - not sure the point of it,3.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Black']",2023-05-26
158,Product was VERY thin. Pictures don’t show how thin the material is. Thought they wouldn’t be straight see through when purchased,Very thin material,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2023-06-08
159,The shirt is very soft and light. I gave it 3 🌟 because the shirt came with a stain and color deforestation. Looks like a coffee stain.,Stains,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-05-11
160,It's OK but it stinks really bad like a guy wore it for 1 years without taking a bath. Bought 2 and both smelled.,It stinks and very thin,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2023-07-07
161,Sleeves are too long and the rest of it is too small. Plan on spending $ to shorten sleeves and order 1 size larger than u would if buying NIKE,Order a size larger than usual,3.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Academy Blue (409)/Steel']",2023-05-30
162,It was the only white 1/2 zip I could find. As it turned out it is very good,Good fit,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2023-05-27
163,Runs small.,Tight...,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Carbon Heather (090)/Black']",2023-08-02
164,Ended up returning due to it being too small.  Very disappointed because it was such a bargain.  If you order size up.,Item Runs Very Small Order Up a Size,3.0,"['Special Size: Standard', 'Size: 4X-Large', 'Color: Black (001)/Charcoal']",2023-04-21
165,This material is extremely thin and you can see through it. It will provide no warmth.,Too thin,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-03-03
166,Too small for me.  Arms too short. Xlg tall and I’m slender.,Small,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Academy Blue (409)/Steel']",2023-03-13
167,"The size is never like the ones sold by UA. This is a bit larger and doesn't fit well under the arms, you can tell it's not the right size. The black is not as thin as the gray, which is very very thin like others mentioned. I won't call it having good quality for that reason as I don't expect it to last long, and for the fact that the zipper is stuck and needed few attempts to make it work, but who know how soon it'll break.",Size is not accurate,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-05-06
168,"Bough this on Amazon prime days fora present. Unfortunately, I did not look at it until after return period. Very sheer. Will provide minimal warmth, but some sun protection.",Very thin,3.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Academy Blue (409)/Steel']",2022-12-04
169,Returned because it was sooooo thin.  Fit great.  Great quality.  Just much thinner material than expected.,Very thin material,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2023-01-21
170,"This is comparable to the quality of shirts that are given away at ball games and such. And I've had shirts with heavier/better fabric comped to me at various events. In other words, don't expect much from this lightweight fabric shirt.","Very, very thin. Do not buy as a base layer.",3.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2022-10-02
171,"The fit is just wrong. Under Armour is a brand for athletes, yet this is cut for people with a huge stomach.",WRONG FIT - For fat people only (could be ok if you SIZE DOWN),3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Royal (402)/Black']",2021-03-09
172,I like the pullover.  Definitely not red.  Burgundy would be a better description.,Nice,3.0,"['Special Size: Standard', 'Size: Large', 'Color: League Red (626)/White']",2022-12-03
173,"Since the product itself doesn't have the color name on it, the ""radiant red"" is either extremely orange, or I was shipped the wrong color by mistake. The product I received was much more orange than the picture looked, and I won't be able to wear it at my employment that requires a red top. Also, the reviews of it being thin are very true, its essentially see through. 3 stars because I actually was looking for a very thin pullover for work, however the color just won't work.","Either color off, or wrong product shipped",3.0,"['Special Size: Standard', 'Size: Small', 'Color: Radiant Red (839)/Black']",2021-10-05
174,have never previously purchased clothing which had such deeply embedded wrinkles,Arrived with deep creases,3.0,"['Special Size: Standard', 'Size: Small', 'Color: Radar Blue (422)/Black']",2022-11-29
175,"This is not a jacket for wearing outside to keep you warm. It’s too thin. This material is ideal for keeping you cool in the gym, which makes the long sleeves unnecessary. But you’ll look good in it.",Very Thin Material,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Black']",2022-08-05
176,So i bought this for the fall. If it stops getting hot that is. The shirt feels like silk and i know it wont last in the dryer. Let it air dry!,Meh it's thin,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-08-01
177,"It’s very thin. That doesn’t make it bad. I like mine, just know it’s thinner than some cotton shirts.","Comfortable, extremely thin",3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2022-08-28
178,"The material was very thin, almost see through.  Sizing was on the smaller side .",Material very thin.,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2022-08-23
179,"See through material with double arm lengths. Seems like knock offs, not quality UnderArmour. Oh well, you get what you pay for at half the price. Amazon is selling alot of cheap crap. Be careful.",Thin as paper,3.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Black (001)/Charcoal']",2022-03-22
180,Love these shirts…..too bad the seem ripped open after only 6 weeks and minimal washing’s,Seem ripped after 6 weeks,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Halo Gray (014)/White']",2022-08-10
181,"Bought this for my husband for Christmas. It looked great on him, but the material is a little thin than I would have expected. Not sure if a tank would be better to wear under it. Otherwise you can see through it when holding it up. Would be happy to pay more for better material.",Thin material,3.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2021-06-21
182,Didn't like the slim fit or feel of the fabric. First ever zip up shirt he also wasn't a fan of. I liked it but he didn't at all.,Husband didn't like the slim fit,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2022-01-12
183,I thought it would be thicker than it actually is. But it is still a comfortable sweater,Thin but comfortable,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-06-27
184,"I was a little surprised at how absolutely thin this shirt is. If you hold it in front of you, you can literally see right through it. Rethinking about giving it as a gift.",See through!,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2021-12-05
185,Extremely thin fabric.  Won’t provide much warmth.  Looks nice on and fits well but doesn’t do much.,Very thin fabric,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2022-02-01
186,Bad quality,Not worthy,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-09-08
187,The shirt is okay but it's very thin and see through.,Very Thin,3.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Black']",2022-03-24
188,Purchase coat for my husband. He said it fit a bit snug. Not sure if it was athletic fit. Usually athlete's feet is somewhere on the paperwork. Didn't see it. He has said it's loosen up some since purchasing. He also purchased another one one size larger that fits a lot better. So if you purchase this might want to go a size up. Unless you're super skinny. Or super-fit.,Fit not for Dad bod God. Might need to go up a size,3.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Carbon Heather (090)/Black']",2020-01-31
189,Its very light weight and comfortable but the looks of it is not quite satisfying as it looks so wrinkled after a wash,Wrinkles after a wash,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2021-07-30
190,I under ordered the size bc it was a mens and it was still VERY large.,Way too big,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Black (001)/Charcoal']",2021-12-04
191,"Material used is thinner, almost see through in light",Thinner Material,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2022-04-21
192,"My husband has one of these from a couple years back, it was gray. I got him the dark green half zip and when it came I felt like it was a lot thinner and not as well made. Still he wears it and uses it for warmer days or during the summer. I would say this one is probably best for spring and summer months.",Love the look but was a little thin,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2019-07-23
193,"VERY THIN AS EVERYONE HAS STATED, BUT COMFTORBLE FOR A COOL MORNING",THIN,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Carbon Heather (090)/Black']",2021-10-08
194,Runs small,Small,3.0,"['Special Size: Tall', 'Size: 4X-Large Tall', 'Color: Carbon Heather (090)/Black']",2022-06-13
195,"The material is very thin, almost sheer.  You can see through it.  Still looks decent and wears well but would feel better about it if the fabric had some substance",Very thin fabric,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2021-03-11
196,This seems to be quite warm even though it is very thin. Very comfortable to wear and looks very nice. Make sure you are careful removing the tags. I pulled on the tags and they ripped right through the fabric.,Very thin,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Black']",2020-09-30
197,"I thought for the price it would be a thicker. But this is not for winter or fall. It’s at best a cool summer night. Very very thin material. As you can see, when you hold it up to the light you can see through it. Kinda bummed. Hope my hubby likes it anyway!","Super Thin, Not for Warmth",3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2019-12-15
198,Very See-through.,Extremely See-through,3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Halo Gray (014)/White']",2022-02-11
199,Thinnest material I’ve ever seen!,Paper thin!,3.0,"['Special Size: Standard', 'Size: 3X-Large', 'Color: Black (001)/Charcoal']",2021-11-29
200,"As other reviews stated, product was extremely thin and see thru. Material is still durable, but requires layering, which is disappointing for a premium brand.",Sadly as expected,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2020-12-03
201,This fit was perfect but the material is so thin it is not worth the extra layer as it does nothing and is basically transparent,Too thin,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2020-12-28
202,This is a thin shirt not see thru but thin.  My guy doesn’t like it so returning,Thin shirt,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2021-03-06
203,Bit small compared to other under armor products for same size,Ran small for me,3.0,"['Special Size: Standard', 'Size: Small', 'Color: Black (001)/Charcoal']",2021-04-26
204,Love the concept but a bit thinner and see through than I expected so my husband has to wear a shirt under it. I would size up for that reason.,"Thin, size up",3.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Academy Blue (409)/Steel']",2020-01-16
205,Runs small.,Runs small.,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2021-01-26
206,Very thin material,Poor quality,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2021-03-04
207,Too thin. Not sure this would keep you warm at all. I have others that are thicker.,Too thin,3.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Academy Blue (409)/Steel']",2019-12-22
208,Works for what I needed it for but not UA quality. Can't complain with that price though.,Thin material,3.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Carbon Heather (090)/Black']",2019-09-27
209,Runs small,Order larger size..  runs small,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2020-12-20
210,"the product is ok, but I was expecting something different.",Is ok but not great,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2019-05-09
211,NA,Na,3.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2020-03-01
212,Was very very thin,It was ok,3.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2021-02-20
213,"It offers the perfect balance of style, comfort, and functionality. I like the color. I wish the fabric is thinner and softer though",Good lightweight workout clothes,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Carbon Heather (090)/Black']",2023-09-10
214,"The shirt is very good. However, the packaging is very bad. The shirt came in a clear bag with ""Under Armour"" in very large letters on it. I saw the truck coming and the driver was able to hand the package directly to me. If this would have been left on the porch, which is very close to the street, it could have easily been stolen.","Great shirt, and works well as an extra layer",4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Halo Gray (014)/White']",2024-01-17
215,Quality product which you would expect from Under Armour.  They run small so order a size up.,Run small,4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2024-01-23
216,Shirt is light and comfy.,Best workout shirt,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2024-01-15
217,"As others have reviewed, these pullovers are really thin. However, I bought these specifically to wear over long and short sleeve tees to have a collar as required by work. I have several UA Heat Gear 1/4 zips that are a little thicker than these (not much), and ideally, these would be a little thicker, but they serve my purpose.  Additionally, these would be great for gym use or for running as a lightweight layer to remove once you got warm.","As others have reviewed, THIN",4.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: (426) Varsity Blue / / Blizzard']",2023-11-13
218,Ideally for warm environment,Layer,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-12-28
219,"This is a gift for my brother, but my impression upon opening it was that it’s much thinner than I expected.  But the color and style is perfect and the quality is there.",Thinner than expected,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Academy Blue (409)/Steel']",2023-11-29
220,Lite long sleeve. Wear it in sunny day to prevent sunlight exposure. Great for early evening walk while temperature is getting cooler but not cold.,Light and comfort,4.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Carbon Heather (090)/Black']",2023-11-12
221,"I have worn this shirt on many occasions, for hiking, exercising and long walks. It is very stylish and looks really good. It is thin as others have stated, but I am happy it is since I wear it on days that are not too cold with a t-shirt under it, and it keeps me warm and after a longer walk or hike, I do not feel too hot. Overall I am very happy with this shirt.","Thin, but very nice looking shirt",4.0,"['Special Size: Standard', 'Size: Small', 'Color: Carbon Heather (090)/Black']",2023-10-15
222,So I guess I didn’t read it right but it is ultra thin material. My husband still likes it but thought it was going to be thicker for cold weather but it’s more of a early fall/spring type long sleeve shirt.,Thin,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Halo Gray (014)/White']",2023-10-22
223,thin nice shirt but it was really long in arms and length....I ordered a large but sent back and exchanged for a medium,runs large and long,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Halo Gray (014)/White']",2023-10-25
224,The shirt is  very nice but......... when we received it the bag it came in inside the box .... the bag holding the shirt was torn open and the carboard tag was cut off not included in bag and just the plastic pice it was attached to was cut to remove the tag and.... THE SHIRT WAS INSIDE OUT  and rolled in a ball in the plastic bag .......... not happy about that was suppose to be a gift and did not want to give it to someone so I purchased another one,Measure for length,4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2023-06-29
225,"Bought few for myself and kid. Kid liked this one, working well for this summer and will work for winter too. Quality is just fine for the price range and is comfortable.",Kid likes this!,4.0,"['Special Size: Standard', 'Size: X-Small', 'Color: Carbon Heather (090)/Black']",2023-08-27
226,Quality of the t-shirt is good and can workout wearing it for long hours without any issue.  But it came very very late and also the size is too large,Great quality but size is too big,4.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Black']",2023-08-29
227,"very lightweight, will not keep you warm in the cold, but when you just need a little light something on, this is it",almost see through,4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Carbon Heather (090)/Black']",2023-08-10
228,"My husband is about 6 ft and fairly lean, this shirt was a nice quality (fairly light weight) but we live in  a hot climate. The large was a little big on him but he likes to wear his exercise stuff that way. We were both pleased with this",Good for my husband,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-07-09
229,When I sweat in this it stinks really quickly.,Stinky,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Academy Blue (409)/Steel']",2023-08-27
230,"The color quality is exquisite but the construction seems a bit cheap. However, for the purposes of exercise it will do just fine.",Comfortable and good looking,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Cerulean (452)/Black']",2023-08-03
231,No comment,Runs super big,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-08-07
232,"Bought for a 250 lb 6’3 man. Got the XL tall and it fits well. Doesn’t ride up and plenty of room in the shoulders and underarms. If you want a more relaxed fit, I would say size up. But for a slim fit, it is true to size.","great slim fit for golfing, dinner, casual",4.0,"['Special Size: Tall', 'Size: X-Large Tall', 'Color: Carbon Heather (090)/Black']",2023-05-07
233,A very good quality product. It's thin but I have been wearing it during cold days and it's perfect for sports like golf and running. Just missed the pockets.,"Great quality, just missed some pockets.",4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-06-05
234,Thin and lightweight. fits snug,Thin,4.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Carbon Heather (090)/Black']",2023-07-03
235,"Lightweight, good value","Lightweight, good value",4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2023-06-28
236,Love it,Very comfortable,4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Black (001)/Charcoal']",2023-06-23
237,Lindo,Lindo.,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: (183) Chicago Blue / Petrol Blue / Black']",2023-05-17
238,Shirt fits as expected.  Lightweight. Good for exercise or casual dress.,Lightweight and thin,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-05-13
239,"Maybe it was me making an uninformed decision, but I thought these would be more thick and warm than what I purchased.  I wanted something for sitting on the sidelines on cool fall mornings, unless it is over 65 degrees with maybe a light wind, these would not provide me any comfort.  When I came to write this review, one of the features I needed to rate was ""sun protection"".  That is what this is perfect for, but if you want something for fall or spring, unfortunately, this probably isn't what you are looking for.",Very Thin,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Carbon Heather (090)/Black']",2022-09-25
240,"DO NOT buy this if you're looking for something warmer to wear for the Fall season. The reviews that others have left about this regarding the material being paper-thin, are 100% accurate. I was hoping that I would somehow run into a different case, but when mine arrived (ordered the white/light grey) and I put it on, it was nearly see-thru. I bought this for a lightweight long-sleeve ""warmer"" that I could wear golfing in this cooler Fall weather, and there is NOTHING about this zip-up that's warm. At all.",It's not 5 stars. But it is. Allow me to explain.,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Halo Gray (014)/White']",2020-11-13
241,"As a New England golfer, the material is thinner than I expected, but it held up well on my golf trip this March to MD during “gale force” winds which unfortunately plagued our trip. Warm enough but if I was sun sensitive I would have no problem wearing this in summer as well. Really my only complaint is I was looking for something a little thicker for late September/October golfing in more northern weather. Very comfortable, sleeves push up easily enough and stay for when the sun hit me and I was out of the wind. Large man here with muscular forearms.",Warm despite us thickness,4.0,"['Special Size: Tall', 'Size: 3X-Large Tall', 'Color: Academy Blue (409)/Steel']",2022-05-27
242,"These are soft, lightweight, and breathable. I've run eight miles in the team, and they wick the sweat right off. It's not made for chilly falls/winters, though...they're also pretty stylish, and I love the color, which can go with anything",Great for running,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Academy Blue (409)/Steel']",2022-12-23
243,Lightweight and comfortable.,Nice lightweight top,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: (391) Marine Od Green / Black / White']",2023-04-19
244,It appears to be a nice product.  But it looks like my 5 yr old nephew could wear it.  I got a large.  I reckon I would need a 3xl.,It is tiny.,4.0,"['Special Size: Standard', 'Size: Small', 'Color: Academy Blue (409)/Steel']",2022-12-14
245,I really enjoy this for late fall early winter running when I start to overheat I can unzip and cool down just enough. I keep multiple in my arsenal of running clothes.,Great for running,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2022-12-07
246,This was for my son I bought his usual size however it was a snug fit however he said it would be okay,Quality and fit,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: (420) Capri / Petrol Blue / Black']",2022-12-26
247,It was delivered with a snag/hole in the material near the shoulder.,Snag/hole in material,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2023-02-23
248,Good,Good,4.0,"['Special Size: Standard', 'Size: X-Small', 'Color: Black (001)/Charcoal']",2023-03-14
249,Fits nicely and comfortable. Prefer a 1/4 zipper just as a style.,comfy,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Carbon Heather (090)/Black']",2023-01-04
250,Fit run on the tighter side. Would recommend sizing up,"Solid for the price, tight fit",4.0,"['Special Size: Standard', 'Size: X-Large', 'Color: Halo Gray (014)/White']",2023-02-17
251,Been looking for a lightweight quarter zip up hiking shirt to cover my neck from the Sun. It fits perfect and does its job. I plan on buying another one.,Just what I've been looking for,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Academy']",2022-11-09
252,It's a bit smaller (sleeve) and thinner than I thought but overall I like it.,Overall it's good,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Halo Gray (014)/White']",2022-12-13
253,"These are see through when held up to the light.  If you are using these to wear around you are probably looking for something thicker but if you plan to work out in them, they might be just what you are looking for.  I was trying to re-buy UA shirts I have bought in the past and these are not it.  They fit long and lean  - so more of an athletic fit than the ones I was looking to duplicate.",VERY thin and lightweight,4.0,"['Special Size: Tall', 'Size: XX-Large Tall', 'Color: Academy Blue (409)/Steel']",2022-01-10
254,"Overall nice product and good fit. It is thin though - really thin. Don’t expect to keep you very warm, but no doubt is nice and good to eat to gym",Nice but thin,4.0,"['Special Size: Tall', 'Size: Large Tall', 'Color: Academy Blue (409)/Steel']",2022-09-27
255,Lower the comfort shirt fits great,Fits as expected,4.0,"['Special Size: Standard', 'Size: Medium', 'Color: Black (001)/Charcoal']",2022-12-05
256,Nice feel but a bit snug. Order a size larger unless you want to show your contours and/or bulges.,Small but a nice shirt,4.0,"['Special Size: Tall', 'Size: 4X-Large Tall', 'Color: Academy Blue (409)/Steel']",2022-11-04
257,"Nice design, very comfy, zip neck, but very thin material, so far holding up well.","Comfy, zip neck, but very thin material.",4.0,"['Special Size: Standard', 'Size: XX-Large', 'Color: Academy Blue (409)/Steel']",2022-10-29
258,"it’s a great pullover, but it shrinks an entire size if you dry it. i recommend allowing it to air dry.",shrinks in the dryer,4.0,"['Special Size: Standard', 'Size: Large', 'Color: Black']",2022-08-25
