,review,title,rating,purchased_product,date
84,"The first time I used the watch I charged it completely and after 3 hours the battery died. Although, I disabled all notifications and removed many apps from it",Battery drains after 3 hours,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-07-08
85,I’m a fat girl like fat fat and this watch face was way too big for my wrist even. Very sad. Still waiting for my refund to original payment which was Amazon gift card. The face protector and addition bands purchased the same way were refunded within hours of returning to ups. It’s been apx two weeks. Waiting for my refund so I can order a smaller face.,Very very large face,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-01-04
86,I was sold a re-furbished watch which was I assumed Brand New,Was Re-furbished Watch instead of Brand New which I assumed I purchased,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-08-29
87,"This watch is NOT a stand alone watch. IT CANNOT MAKE PHONE CALLS UNLESS THE PHONE IS RIGHT NEXT TO IT WHICH DEFEATS THE WHOLE PURPOSE.  There is nothing useful about this watch because it is dependent on being connected to your phone at all times. To top it off, my idiot son threw away the box so I can’t even return it. Worst waste of money ever.",JUNK,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2022-12-03
88,"I got this and it was locked, it’s second hand and still registered to the old owner",Don’t get this watch,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-07-11
89,The battery life really sucks doesn’t last that long,Battery,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-07-25
90,Unfortunately I made the mistake of buying a used Apple Watch from Amazon. It came locked and wouldn’t unlock because whoever bought it initially never unpaired the device. I made a return almost two weeks ago and somehow Amazon still hasn’t received it yet or processed the return. Don’t ever buy a used Apple Watch from any company. It’s not worth the hassle.,Don’t buy a used Apple Watch,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-01-20
91,"After 1 month, the battery life of this watch was about an hour.  It's even less if being used for a workout.  AMAZON will not do anything about it, they say to contact APPLE.",Battery died after 1 month.  Amazon DOES NOT ACCEPT RETURNS,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-03-15
92,Return product..I would like to return myself at ups store.,Defective apple watch,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-05-10
93,When trying to pair the watch it said It was locked and I couldn’t use it unless I had the iCloud account that was already paid to it.,Couldn’t pair it to my phone,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-01-25
94,The watch looked good. It was fun talking to the watch when a call came in. It would not do anything after two weeks.,It quit after two weeks,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-02-05
95, I ordered new Apple Watch but I received open box and without dial in side,Open box without dial,1.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-04-20
96,I was excited to receive it I had a fit bit before that I loved so when it died I decided to try the apple watch.  I have had it for over a month and still have not managed to figure out how everything works it came in a plain nice box with absolutely no instructions I went on line to read what to do however it really was no help also I didn’t realize you have to charge it every day where the fit bit would last for days.  Sorry maybe it’s just me but wish I had ordered a new fit bit.,No instructions come with watch.,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2024-01-20
97,"They don’t refund you the money ir send a replacement if it breaks or stops working I been tryin for idk how long to get my money back because this Watch doesn’t work and I am never at the same place twice I’m all over the place so it’s hard to receive stuff when I buy it because not gaveling an actual address of my own so they want the item but then send a message saying the driver tried  to pick it up, after I already sent it so I see this is another loss I have to take, this is all it does anymore when I try to turn it on it stays only showing the Apple doesn’t go past this so if you buy it from Amazon good luck","Do not buy this item, this is all it does now",2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: S/M - fits 140–190mm wrists', 'Configuration: Without AppleCare+']",2024-01-15
98,"I finally switched to an iPhone so I thought I should have an Apple watch also, after using a Fitbit Ultra for a several years.  So disappointed that I am returning this product.  The battery life is a day at best. No way can I use it for sleep monitoring because it has to charge all night to make it through the next day.  Very disappointing. Fortunately I still have my Fitbit and while I cannot answer my phone with it, it has all the other features I need and easier to read.",I'm returning this product,2.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-23
99,"When purchasing an Apple product from Amazon it puts you in the middle, not being able to deal directly with the source of any problem.  This Christmas gift to my granddaughter did NOT WORK Abe abuse the charging cord was defective. We figured this out by borrowing a charging cord.",Charging cord was defective,2.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-26
100,I ordered this for my wife but didn’t know that it would not be compatible with her phone as it was an older model iPhone.  It wasn’t listed anywhere that was easy to find on the description that this would be the case.  I only found that it wouldn’t work for us after searching on the description for at least 15 minutes and reading the “fine print” that it was not compatible the model phone we had.  I wish they would list the compatible IOS somewhere more visible so that others wouldn’t make the same mistake.,Read the fine print,2.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-05
101,"Beautiful watch but after opening it, buying a charger (charger plug not included), charging it, I tried to synch it and discovered it doesn’t synch with an iPhone 8.  Now keep in mind this is not the new Apple Watch.  So if you have an older iPhone even if you buy the older Apple Watch … don’t bother.  Now I have to either send it back or upgrade my phone.  Either way very disappointing",NOT compatible with iPhone 8 as it states!,2.0,"['Color: Starlight Aluminum Case with Starlight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-02
102,"I have to charge it everyday, is that normal? I do not use any of the features, only for the time. I have a much cheaper watch I bought on line and it lasts for about a week .",Battery life,2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2024-01-13
103,The setup for this is more complicated than it needs to be. Why is the item sent with the straps disassembled? I am having trouble properly attaching the straps and considering returning.,Strap issues out of the box,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-05
104,"No, we’re in the advertisement did it say it would not pair with the Apple phone I have. Having a very difficult time, returning it",Would not pair with my Apple phone.,2.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2024-01-13
105,The watch works perfectly fine but the cord it came with doesn’t work at all. It won’t even charger my other Apple Watch.,Broken charger,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-29
106,Product was delivered without a band.  The order stated that a band was included. Very frustrating,Product arrived without a band,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-29
107,U have to charge every 8-10 hrs. Not good. Returned ups picked up,Charging,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 44mm', 'Style: S/M - fits 140–190mm wrists', 'Configuration: Without AppleCare+']",2024-01-08
108,The product shipped and was delivered fast was happy with the great deal I got however it arrived with a cracked screen and I am really mad because now it’s no longer waterproof I’m assuming,Great product but somehow arrived with cracked screen?,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-11-29
109,Apple no longer provides updates for this product. It is useless.,It’s useless,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2024-01-12
110,The battery does not last a full day even with a full charge and now it’s too late to return it. A wasted $200.,Terrible battery life.,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-15
111,I have a scratch on the screen and was told I am unable to do an even exchange 😣,Scratch,2.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-25
112,I liked the design but the pedometer and stairs was off.  The main reason I got this was for fitness.  Also I wasn’t really happy with Apple’s fitness app.  I was a Fitbit user for years and their app is superior in my opinion.  Lastly I decided to return and Amazon made it different to return even though I had the product for a few days,Not for me,2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-09-14
113,Not exactly plug and play. Check your phone software first.,Required phone software change,2.0,"['Color: Starlight Aluminum Case with Starlight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-24
114,It works for only 6hours on full charging,Battery life,2.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-13
115,"It was too large for a small wrist, so I returned it two weeks ago. Still waiting for a refund so if you have a problem and you need to return it plan on waiting a while before you get a refund I am at two weeks and counting Amazon used to be right on top of their refunds, I guess not anymore",Wasn’t right,2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-08-05
116,"Has to be charged EVERY day. AND after 3 months, screen shattered with a small bump against a picnic table. Way too expensive for such poor battery performance... it will be on a charger for over an hour out of every 24, and the screen is too delicate to be in the catagory of anything to do with sports or fitness tracking. It took several tries and software install to connect to an iPhone 13. Just look elsewhere.",Way short battery life and too fragile,2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-07-11
117,"The battery does not seem to be 100% authentic, it does not even last 2 days of use, with the minimum of use, brightness and notifications. I had a Fitbit Versa 2 and the battery lasted past 2 days of use. I don't know if the product is completely rebuilt or new. I would think twice about buying this product or model again. I do not recommend it for a person who wants to make full use of Smart Watch.",Insufficient battery,2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-06-23
118,Not compatible with IPHONE 13 pro. Updated phone and the watch still unable to use. Return today.,This item does not work with an IPhone 13 Pro.,2.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-10-16
119,Wouldn’t pair with my phone I returning both watches,Need too send both watches back,2.0,"['Color: Silver Aluminum Case with Winter Blue Sport Loop', 'Size: 44mm', 'Style: One Size - fits 145–220mm wrists', 'Configuration: Without AppleCare+']",2023-10-16
120,I purchased the Apple Watch SE for my wife as a Xmas gift.  If arrived with no Power Adaptor.  I want to return the watch or send me a Power Adaptor.,"The Apple Watch SE came with no Power Adaptor, so how do I recharge the watch???",2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: S/M - fits 140–190mm wrists', 'Configuration: Without AppleCare+']",2023-01-04
121," Love the new watch, I'm very happy with that but I absolutely need to have a compatible charger. The one it was packaged with is not compatible. So I'm hoping that the seller will see this and send it out ASAP. Otherwise I don't have a way to charge my new Apple Watch","The watch is great, but the charger that came with it is not Apple Watch/block compatible",2.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2022-10-06
122,"Excited to this watch as the face popped off my old, reliable original Apple Watch. I explored getting this fixed but learned Apple doesn’t offer this — but understandable given the age of my original watch.",Not for I-Phone X,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2024-01-02
123,I have been using this for 2 month. Build quality is good and display is nice too. I like the watch faces feature so i can customize many faces. However battery life is terrible most of time stays on charger. Battery discharges quickly although you are not wearing. Also workout modes are not great. Other watches does better job identifying workout mode and type automatically,"Not a decent battery life , wall clock is better",3.0,"['Color: Silver Aluminum Case with Winter Blue Sport Loop', 'Size: 44mm', 'Style: One Size - fits 145–220mm wrists', 'Configuration: Without AppleCare+']",2024-01-12
124,"I bought this thinking: Oh my god, it's an apple product it got to be great. I had a way less expensive smart watch that battery lasted at least 1 week if I wasn't actually using it. This apple watch barely last 2 days if I'm not using it... but I am using it it last less than 1 day. It sucks!!! ..",Battery sucks,3.0,"['Color: Silver Aluminum Case with Winter Blue Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2024-01-10
125,"If you had asked me right after I started using this watch to rate this watch, I'd give it a 5 star hands down.  I made the old switch-aroo from a Galaxy to an iphone, and from a Galaxy watch to an Apple watch.  The positives - more stylish, sleek.  Pretty easy to use, and the amount of data it had, both on the watch and in your app on the phone, continues to amaze me.  Like, my average walking speed; or the average length of each step.  Talk about a ton of data!",Mixed feelings,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-07-10
126,This watch does not have a way to change faces for the clock!  Very disappointed!  If I had found this to be so before my return time I would send it back. Possibly wrong with watch but how do I know!,Watch Fsces,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2024-01-22
127,"It’s an Apple Watch. We all know what they do. What I didn’t like was that it came without a charge. Not a big deal, but a bit disappointing on Christmas morning.",Arrived Dead,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-28
128,This is my first Apple Watch I have been using cheap smart watches you can get from China so this was definitely an upgrade for me. I purchased this at the Black Friday deal of $179 which was a steal. The features are great however the battery life is terrible. It says it lasts 12 hours but I wouldn’t chance it. On the first day of receiving I  fully charged my watch to 100 and overnight it jumped to 9 percent with no use. I recommend springing for a newer series.,Nice Features but Terrible Battery,3.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-04
129,Was excited to purchase one for the wife and one for me. Did some research online ( Apple site ) and it stated works with IPhone 8 and up. We’ll come to find out the SE second generation does NOT work with the IPhone 8.Had to send mine back and now need to wait up to 30 days to get my money back …..when they can get there money in 2 seconds. Cancelled the wife ….hoping I was able to do it in time before the charges go through.,It’s a NO Go,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 44mm', 'Style: One Size - fits 145–220mm wrists', 'Configuration: Without AppleCare+']",2023-11-29
130,"I bought this for my wife to test. I'm using Garmin. It's bulky, buggy, but holds a battery for a week.",Battery ruins it all,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-15
131,The watch is nice but the battery life doesn’t even last me a day,Disappointing battery life,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-04
132,Have to change the strap.,Strap a spawns rashes in my wrist,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-18
133,This is a great smartwatch and you can ask Siri anything. Also if you have friends or partners with an Apple Watch the walkie talkie feature is awesome. Now the bad. Even with minimal features battery life is 24 hours at best. You’ll charge daily. Even if you charge this before bed and try to use it as a sleep tracker it is hit and miss. If you want a fitness and sleep tracker the other brand is the way to go. If you’re deep in apple and want a smartwatch that works with everything apple. This is the way to go.,"Smart watch yes, sleep tracker no",3.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-11-05
134,Not sure if it was a used item but the watch didn’t not come wrapped as it typically does when purchased from apple. I didn’t continue to open the package because it’s a gift.,Unwrapped,3.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-11-26
135,"I bought this as a gift, and the Apple Eatch itself is fine, but it showed up without the sport band, which is pretty annoying",Arrived without sport band,3.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-12-24
136,"Very short battery life of 18 hours. The health features are excellent , but battery life was far from adequate. The deal killer was the claim of compatibility with iPhone SE…not so. This watch requires iso 17.",Very short battery life of 18 hours..,3.0,"['Color: Silver Aluminum Case with Winter Blue Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-11-01
137,You have to charge the battery at least everyday!  Hassle.,Battery Life Lacking!,3.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-11-26
138,i like the new face gets the job done,feels good,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-11-15
139,Like the watch! Didn’t like band looks dirty as if it had been used! received charger but no type C brick. Had to purchase one at my cost,Charging brick,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-10-14
140,Apple Watch works as expected. The band though looks dirty even brand new. Wouldn’t buy again,Watch works well but band looks dirty even brand new,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-10-17
141,Does not come with the charger block. Need c charger block,Charger,3.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-10-15
142,I like the watch. I lost my last one in a Lake and ordered this one hoping to get it quickly. It showed up 3 days after the expected arrival. The 3 star rating is for poor delivery service. I give the watch 5 stars.,Great watch. Poor delivery.,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-08-25
143,I like the watch so far but I have to say this band is really awful. The design is horrible and it’s gotten me so worked up just trying to get it on. Do yourself a favor and get a different band if you’re buying this watch. I really cannot believe someone came up with this design.,The band is horrible,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-07-16
144,Very disappointed with the battery life. It only last 18 hours.,Disappointed,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-08-09
145,It’s over the top for this person. It does so many things I don’t really need and for that reason needs to be charged daily.  Main problem is size. My wrist is too small making watch look awkward.,Large extravagant watch,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-05-30
146,"average apple watch, cheaper than if you bought it directly from apple just i’d say to anyone looking for a watch hold off a couple models until apple makes the battery last longer having to charge it every day really sucks",battery drains quickly,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-04-30
147,"Didn’t come with electrical plug, having a hard time dinging one",Apple Watch 2nd generation,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-07-03
148,"Bought this to replace a older version from 5 years ago, not sure what has been upgraded. It seems like the same watch with no changes. Now I have 2.",I watch,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2023-02-24
149,Price to high,Quality,3.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-02-03
150,The watch is a nice quality and looks great. I just didn’t realize that it wasn’t cellular compatible. My fault,I should have noticed that this watch doesn’t work with cekkular,4.0,"['Color: Silver Aluminum Case with White Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-05
151,A more basic version then the nine but has what I need. Didn’t like the band but can be changed. Probably my fault but didn’t realize this is not fast charging and is missing some watch faces compared to nine. Another thing I didn’t like was I felt somewhat deceived by Apple. I went to get an Apple 15 phone as my 10 was on its last legs. After purchase and while setting up I asked them to pair my watch at which time I was told my watch wouldn’t pair as it was too old.  They the proceeded to try and sell me a new watch. Not sure I would have done anything different but definitely felt an upsell. Wish I new going in I had to buy a new watch as well,Nice warch,4.0,"['Color: Silver Aluminum Case with Winter Blue Sport Loop', 'Size: 44mm', 'Style: One Size - fits 145–220mm wrists', 'Configuration: Without AppleCare+']",2024-01-19
152,"I use it to track my activity and steps, but also for notifications. I used to use a fossil smart watch, which I think had better features on it, such as being able to choose which google accounts i would get notifications from, the watch faces had more variety in having all the information that mattered to me available on the Home Screen, etc. I know this has a lot more features and such that I haven’t figured out yet, and at the end of the day it does the job. What I really like is the lightweight nature of it. It was a night and day difference when I switched watches. I don’t even feel it on my wrist most of the time, which allows me to sleep with it comfortably, which I never did before with the fossil watch. So it’s nice that I now get to experience the benefits of sleep tracking. I like that the wake feature always works, which has not been my experience in the past. The charge for me last one day, which is fine. I just charge it a bit before I go to bed and a bit in the morning when I get ready, and I haven’t had many issues.",Decent Watch,4.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-11-26
153,"It took me forever to realize I needed this in my life. I spend less time on my phone now, and when I leave my phone somewhere in the house, I can find it now. Lol. I don’t miss calls or messages now. Most importantly tho, I spend less time on the phone. That alone is almost the too high $200 price tag. The band, selected the loop, is awful. Ugly and so bulky. Immediately purchased a non Apple slim braided stretchy loop and I love it. I’ve tried a few (silicone, metal magnetic, etc) and so far it’s the only one I like (small wrists).  I also purchased a clear cover and privacy screen for extra protection. I haven’t worn a watch in years, so it takes a little getting used to again - and not whacking it on the desk! So far so good!",I love it,4.0,"['Color: Midnight Aluminum Case with Midnight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-11-19
154,"Apple has taken to providing the bare minimum with their watches. It comes with a charging cord (with USB-C end), but no AC power adapter. If you haven't moved up to the iPhone 15 (which also has USB-C) you will need to buy an AC adapter too or you won't be able to charge your watch and set it up. It also does not come with a screen protector (which is typical) so you will likely want to protect your purchase with a screen protector. Finally, the included watch band is too short for my wrist circumference. You may need a longer watchband as well... BUT the Apple watch SE 2nd gen has been very good.",You will need to order some accessories...,4.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-17
155,"This watch has a lot of great Apple features. (Tracking exercise, sleep, heart rate, alerts for texts and emails, voice text,etc) it is very big and heavy on my wrist (I am a small person) and the battery sucks down pretty fast.",Apple technology,4.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-21
156,"It isn't the watch or quality of the watch....sometimes apps can be finicky to connect!  But once it connected, it works great. It took about a week of trying and I have no idea why the last time, it just connected quickly and is working fine.",Beautiful watch but hard to connect,4.0,"['Color: Starlight Aluminum Case with Starlight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-09
157,Great watch very comfortable to wear even at night.  A little getting use too like all new products as this is my first Apple Watch. The SE has all the features I need so very happy there. Got the 40mm as I have relatively small wrists and glad I did. Just followed internet advice on how to size.  Biggest drawback is battery which has to be recharged every day. Not ideal in the least.,Like the watch.,4.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-13
158,One was lost.. Then found and the new one was never used or needed.,I am rating this good but never used it. It was brought as a gift then no longer needed.,4.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 44mm', 'Style: M/L - fits 160–210mm wrists', 'Configuration: Without AppleCare+']",2024-01-15
159,"I got scared when I opened the Amazon package to wrap for my mom. It didn’t have any plastic wrapping and a lot of smudges I had to wipe off. But when opening, it was alright but not what expected when opening an Apple product.",Interesting,4.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2023-12-22
160,"I have a 5” & 1/2” wrist. The majority of watches are too big. This is se2, 40mm with the loop band ! It fits great !",My First Apple Watch.,4.0,"['Color: Starlight Aluminum Case with Starlight Sport Loop', 'Size: 40mm', 'Style: One Size - fits 130–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-21
161,"I ordered this expecting it to be its own service. It is only Bluetooth compatible. I did keep it for a younger child, but was disappointed and had to go to my local Verizon to get what I actually wanted",Only bluetooth,4.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-08
162,"This watch is amazing, but it has a short battery span.","Amazing, just short battery span.",4.0,"['Color: Midnight Aluminum Case with Midnight Sport Band', 'Size: 40mm', 'Style: S/M - fits 130–180mm wrists', 'Configuration: Without AppleCare+']",2024-01-08
163,"Nice watch! I’ve had a few apple watches before and bought this one to replace my series 6 which cracked. This one was way cheaper than what I spend on my series 6 when it first came out which is nice! But it doesn’t come with all the new features, which is expected for a cheaper version. Still overall a great purchase and a great deal.","Works well! Not the fanciest, but has all the features I need",4.0,"['Color: Silver Aluminum Case with Storm Blue Sport Band', 'Size: 40mm', 'Style: M/L - fits 150–200mm wrists', 'Configuration: Without AppleCare+']",2023-12-10
